Index,comune,3065,4025,1194,3008,3106,1272,4215,4089,4203,4040,1128,4028,103015,1045,5005,4078,1059,96080,1248,2158,96004,3157,6003,3024,1189,4130,4066,1191,4029,4185,103049,1012,5080,1038,6039,6177,1086,2016,1280,1183,1051,1219,1270,1292,1115,1013,6114,6001,6121,4003,1078,1156,4196,2079,3068,1082,1164,1125,1098,1066,6174,1265,103050,103028,103072,1198,1275,1171,1237
9,5109,98388.2,112538.63,88776.76,116333.14,77898.83,73052.88,78776.39,79957.88,92753.32,114032.46,85512.13,124192.67,146513.86,91665.75,16637.25,105682.67,77306.51,66219.6,70697.62,46839.49,93231.13,108333.8,50011.43,104944.51,86685.5,90955.5,119265.54,101417.04,60842.36,132514.59,156453.9,29030.18,43010.06,83629.64,31147.05,59558.56,73417.07,109267.55,57554.44,61975.91,72604.95,80528.71,121609.94,65577.83,101781.9,94908.58,79832.37,59618.65,83883.33,49058.35,36678.37,64978.07,58955.95,54618.69,86423.67,41333.67,69435.41,80304.88,77990.96,71797.76,72191.7,53854.47,129527.81,172268.31,146977.97,119798.1,114996.44,77519.08,76417.65
10,1294,69676.33,164370.88,70489.62,103096.81,60589.77,45226.58,113208.56,128821.08,118852.85,165864.71,64158.51,160755.91,133277.53,62900.77,40108.57,157514.91,87725.91,37210.1,49344.0,36290.23,54562.08,95097.47,72330.21,91708.17,52176.32,139066.75,155828.77,89749.21,84787.61,169077.82,143217.56,33374.06,66232.28,68480.29,37329.02,56821.94,52063.44,96031.22,60276.27,53762.27,69641.56,55204.63,92844.96,44224.21,73016.92,66143.6,101427.62,83563.89,105478.58,72280.57,43093.75,54364.15,82178.17,25609.2,83341.91,19980.05,67017.54,48248.23,56637.34,50444.13,94510.48,32500.85,116291.48,159031.97,133741.64,108130.27,103328.61,63088.83,55064.03
11,6037,102330.99,139537.79,115469.61,120275.93,81841.62,99745.73,105775.55,106957.04,119752.48,141031.63,137852.3,151191.84,150456.66,118358.6,46912.19,132681.83,103999.36,94446.79,132266.66,64606.61,109502.72,112276.59,10116.16,108887.3,113378.35,117954.66,143159.65,128109.9,87841.53,159513.75,160396.69,81907.77,28385.45,110322.49,41872.64,25038.91,134986.1,113210.35,84247.29,88668.76,99297.81,107221.56,148302.8,116735.13,128474.76,121601.43,16363.58,30038.97,26378.35,76057.51,80293.28,91670.92,85955.12,97036.1,90366.46,110793.97,96128.27,114123.5,132307.29,123784.92,26563.16,101019.74,133470.6,176211.1,150920.77,146490.95,141689.3,104211.93,137986.68
12,4033,183504.59,40166.26,71850.34,216925.06,191594.95,94383.62,30081.09,32551.8,19299.89,29405.25,117880.67,40750.57,247105.78,82859.82,91024.45,33310.3,52948.09,157142.34,112295.02,172922.49,172198.27,208925.72,125681.15,205536.43,93406.72,66627.78,83389.81,49912.68,49222.12,46903.82,257045.81,104039.42,101394.36,75244.79,147428.51,135228.28,115014.46,209859.47,86341.05,91597.43,63177.49,87249.93,128331.16,96763.49,74391.67,101629.8,155502.09,118002.94,159553.05,63606.05,95006.98,70394.19,73929.64,138222.05,197170.16,121574.0,91339.64,144832.86,135862.78,137084.88,147861.42,107320.99,230119.73,272860.23,247569.89,68480.73,52338.83,72651.84,118015.05
13,1205,143077.93,75477.99,31423.69,176498.4,151168.29,46921.81,46590.92,60297.09,34156.29,64175.84,77454.01,87345.96,206679.13,42433.16,90737.86,68622.03,43053.18,116715.69,71868.37,132495.84,131771.62,168499.06,125110.98,165109.77,52980.06,115453.44,132215.47,7192.95,93730.82,94324.03,216619.16,70728.54,115380.81,34818.13,146858.35,134658.11,74587.81,169432.82,53030.17,58286.54,32669.48,46823.27,87904.51,56336.84,33965.02,44026.44,154931.92,131989.39,158982.89,98446.14,61696.09,48828.78,106800.32,97795.4,156743.5,81147.35,43404.24,104406.2,95436.12,96658.22,147291.26,66894.33,189693.07,232433.57,207143.24,16491.01,15952.43,32225.19,77588.39
14,4236,189486.43,46148.1,77832.19,222906.9,197576.79,100365.46,36062.94,38533.65,25281.73,35387.1,123862.51,46732.42,253087.63,88841.67,97006.3,39292.14,58929.94,163124.19,118276.87,178904.34,178180.12,214907.56,131662.99,211518.27,99388.56,72609.62,89371.65,55894.53,55203.97,52885.67,263027.66,110021.27,107376.21,81226.63,153410.36,141210.12,120996.31,215841.32,92322.9,97579.27,69159.34,93231.77,134313.01,102745.34,80373.52,107611.65,161483.93,123984.79,165534.9,69587.89,100988.82,76376.04,79911.49,144203.9,203152.01,127555.85,97321.49,150814.7,141844.62,143066.72,153843.27,113302.83,236101.57,278842.07,253551.74,74462.57,58320.68,78633.69,123996.89
15,1086,99112.37,137418.56,43537.31,132532.84,107202.73,23460.86,86256.24,101868.76,91900.53,138912.39,12730.92,133803.59,162713.56,35948.45,87398.85,130562.6,60773.59,72750.13,4584.74,88530.27,87806.06,124533.5,121771.97,121144.21,25224.01,112114.43,128876.46,62796.89,90391.8,142125.51,172653.6,42606.14,112041.79,41527.97,108593.16,125053.98,0.0,125467.25,37953.4,32883.15,42689.24,28252.31,65892.64,15410.36,46064.6,39191.28,151592.91,128650.38,155643.87,95107.13,35834.83,32041.27,103461.3,53829.83,112777.94,37181.78,40065.22,60440.64,24780.96,26755.45,143952.24,22928.77,145727.51,188468.01,163177.67,81177.95,76376.29,36136.51,3050.4
16,1239,126776.98,142258.33,34820.7,160197.45,134867.34,41307.82,91096.02,106708.54,96740.3,143752.17,61153.06,138643.37,190378.18,22708.78,92238.62,135402.37,65613.36,100414.74,55567.42,116194.89,115470.67,152198.11,126611.74,148808.82,32400.09,116954.2,133716.23,67636.67,95231.58,146965.28,200318.21,72229.3,116881.57,32130.05,136257.78,136158.87,58286.86,153131.87,54530.93,59787.3,47529.02,28408.62,15002.04,40035.89,28947.78,22074.46,156432.68,133490.15,160483.65,99946.9,63196.85,50329.54,108301.08,81494.45,140442.55,64846.4,44905.0,88105.25,79135.17,80357.27,148792.02,50593.38,173392.12,216132.62,190842.29,86017.72,81216.07,40976.28,61287.44
17,4157,164212.15,60467.32,52557.91,197632.62,172302.51,68056.03,34737.27,48443.44,21220.97,49706.32,98588.23,61051.64,227813.34,63567.38,111872.08,53611.36,47803.25,137849.91,93002.58,153630.05,152905.84,189633.28,146245.2,186243.99,74114.28,69690.09,90593.16,30620.24,55335.38,67204.89,237753.38,91862.75,107851.35,55952.35,167992.56,155792.33,95722.03,190567.03,74164.39,79420.76,53803.7,67957.49,109038.72,77471.05,55099.23,65160.66,176066.14,124459.93,180117.1,69719.3,82830.31,69963.0,80042.9,118929.61,177877.72,102281.56,64538.45,125540.42,116570.34,117792.44,168425.47,88028.55,210827.29,253567.79,228277.45,43441.91,25761.04,53359.4,98722.61
18,1195,127582.44,125262.08,11432.14,161002.91,135672.81,31426.32,49842.05,89712.29,37407.42,70477.71,61958.52,121647.12,191183.64,22968.12,75242.37,118406.12,33793.9,101220.2,56372.88,117000.35,116276.13,153003.57,109615.49,149614.28,37484.57,99957.95,116719.98,9139.18,78235.33,129969.03,201123.67,55233.05,99885.32,15353.09,131362.86,119162.63,59092.32,153937.33,37534.68,42791.05,17173.99,31327.78,72409.02,40841.35,18441.18,24561.4,139436.43,116493.9,143487.4,82950.65,46200.6,33333.29,91304.83,82299.91,141248.02,65651.86,27908.75,88910.71,79940.63,81162.73,131795.77,51398.85,174197.58,216938.08,191647.75,29735.58,24933.93,16729.7,62092.91
19,4093,218425.26,7617.46,130418.65,251845.73,226515.62,114121.28,47745.05,40308.72,44507.67,16053.67,152801.34,12609.47,282026.45,133307.64,102682.51,15497.65,90164.6,192063.01,147215.69,207843.16,207118.95,243846.39,137339.2,240457.1,128327.39,41611.54,73269.09,77408.44,60880.17,12108.46,291966.49,123777.08,113052.41,125271.53,159086.56,146886.33,149935.13,244780.14,106078.72,111335.09,114246.84,122170.6,163251.83,131684.16,143423.79,136550.47,167160.14,129661.0,177551.44,75264.1,114744.64,106046.46,85587.69,173142.72,232090.83,141316.32,111077.3,179753.53,170783.45,172005.55,159519.47,127063.31,265040.4,307780.9,282490.56,95976.49,79834.59,119160.97,152935.72
20,3115,37790.22,245103.55,151222.3,22403.52,45774.25,125959.25,193941.23,209553.75,199585.52,246597.38,144891.18,241488.58,32801.52,143633.44,139170.22,238247.59,168458.58,84049.71,130076.67,67995.94,60637.62,20296.47,114372.65,14703.1,132909.0,219799.42,236561.45,170481.88,180099.55,249810.49,42741.55,130045.33,140149.33,149212.96,88225.99,104686.81,132796.11,19031.75,141008.95,134494.95,150374.23,135937.3,173577.63,124956.88,153749.59,146876.27,143470.06,145011.56,147521.02,168315.54,135975.71,135096.82,178213.14,88282.53,51424.06,102040.4,147750.21,105532.33,123716.12,115193.75,136552.92,115469.18,14146.87,54894.86,33265.63,188862.94,184061.28,143821.5,135796.7
21,1315,118863.83,116543.47,7124.74,152284.3,126954.19,22707.71,51724.31,80993.68,47712.78,118037.31,53239.91,112928.51,182465.03,18134.21,66523.76,109687.51,26241.65,92501.59,47654.27,108281.73,107557.52,144284.96,100896.88,140895.67,28765.96,91239.34,108001.37,18609.15,69516.72,121250.42,192405.06,46514.44,91166.71,10519.18,122644.25,110444.01,50373.71,145218.72,28816.07,34072.44,9621.75,22609.17,63690.41,32122.74,21014.07,19727.49,130717.82,107775.29,134768.79,74232.04,37481.99,24614.68,82586.21,73581.3,132529.4,56933.25,19190.14,80192.1,71222.02,72444.12,123077.15,42680.23,165478.97,208219.47,182929.14,36990.2,32188.55,6737.24,53374.29
22,6063,133135.42,174591.93,146274.04,151080.36,112646.05,130550.16,136579.98,150328.6,150556.91,176085.76,168656.73,170976.96,181261.08,149163.03,77716.62,167735.97,134803.79,125251.22,163071.08,95411.03,140307.15,143081.02,44970.92,139691.73,144182.78,133662.18,113532.04,158914.32,87922.67,179298.88,191201.12,112712.19,30694.29,141126.92,72677.06,61725.13,165790.53,144014.78,115051.72,119473.19,130102.23,138025.99,179107.22,147539.55,159279.18,152405.86,37974.01,14017.83,5682.78,76138.66,111097.71,122475.35,67374.88,127840.52,121170.89,141598.39,126932.69,144927.93,163111.72,154589.35,55079.41,131824.17,164275.03,207015.53,181725.19,177295.38,172493.73,135016.36,168791.11
23,1300,139751.89,57257.8,28097.65,173172.36,147842.25,43595.77,21560.67,38058.49,17872.73,46496.79,74127.97,57842.11,203353.08,39107.12,87411.82,50401.83,23215.79,113389.65,68542.32,129169.79,128445.58,165173.02,121784.94,161783.73,49654.02,63864.7,84767.76,22660.76,44950.43,63995.36,213293.12,67402.49,112054.76,31492.09,143532.3,131332.07,71261.76,166106.77,49704.13,54960.5,27715.71,43497.23,84578.46,53010.79,44160.16,40700.4,151605.88,128663.35,155656.84,59334.35,58370.05,39035.87,69657.95,94469.35,153417.46,77821.3,33377.41,101080.16,92110.08,93332.18,143965.21,63568.29,186367.03,229107.53,203817.19,41145.87,25226.8,28899.14,74262.35
24,4176,139497.93,83139.33,73523.6,157442.87,119008.56,57799.72,49377.1,50558.58,63354.02,84633.17,95906.29,94793.38,187623.6,76412.59,22635.52,76283.37,37377.21,131613.73,90320.65,101773.55,146669.66,149443.53,57292.21,146054.24,71432.34,61556.2,89866.24,86163.89,31443.07,103115.29,197563.63,39471.2,33005.43,68376.48,79039.58,66839.34,93040.09,150377.29,41175.07,45596.54,57351.8,65275.55,106356.79,74789.12,86528.75,79655.42,87113.15,49614.01,91164.12,19659.05,37856.71,49724.91,23871.26,91425.6,127533.4,71986.0,54182.26,122858.48,113888.4,115110.5,79472.49,58583.17,170637.54,213378.04,188087.71,104544.94,99743.29,62265.92,96040.67
25,4192,212674.96,3724.55,124668.35,246095.43,220765.32,108370.98,43852.14,36415.82,42962.28,14757.24,147051.04,7478.44,276276.15,127557.34,98789.6,11604.74,84414.3,186312.72,141465.39,202092.86,201368.65,238096.09,133446.29,234706.8,122577.09,36480.51,67518.79,75863.05,56987.26,4172.14,286216.19,118026.78,109159.51,119521.23,155193.65,142993.42,144184.84,239029.85,100328.42,105584.79,108496.54,116420.3,157501.53,125933.86,137673.49,130800.17,163267.23,125768.09,171801.15,71371.19,108994.34,100296.17,81694.78,167392.42,226340.53,135566.02,105327.0,174003.23,165033.15,166255.25,155626.56,121313.01,259290.1,302030.6,276740.26,94431.1,78289.21,113410.67,147185.42
26,96007,24804.31,201976.42,108095.17,44746.32,48877.87,82832.12,150814.1,166426.63,156458.39,203470.25,101764.05,198361.45,74927.04,100506.31,127456.0,195120.46,125331.45,40922.58,86949.54,37143.38,20972.38,33025.1,102658.44,26670.33,89781.87,176672.29,193434.32,127354.75,154949.66,206683.37,84867.07,86918.2,128435.12,106085.83,76511.78,92972.6,89668.99,23402.39,97881.82,91367.82,107247.1,92810.17,130450.5,81829.75,110622.46,103749.14,131755.85,133297.34,135806.81,156601.32,92848.58,91969.69,166498.93,45155.4,54453.08,58913.27,104623.08,62405.2,80588.99,72066.62,124838.71,72342.05,50585.88,100681.48,75391.15,145735.81,140934.15,100694.37,92669.57
27,6175,78787.58,129099.78,105337.91,96732.52,58298.21,79438.95,95337.54,96519.03,109314.47,130593.61,98370.88,140753.83,126913.25,97113.14,33198.4,122243.82,93867.66,70903.38,83556.38,33791.87,85959.31,88733.18,43551.28,85343.89,86388.7,107516.65,135826.69,117978.19,77403.52,149075.74,136853.28,71776.07,59571.22,100190.79,11546.44,29166.07,86275.82,89666.94,74115.59,78537.06,89166.11,89417.0,127057.34,78436.58,107229.29,100355.97,72648.69,74190.19,76699.66,65619.5,70161.58,81539.22,75517.1,50584.19,66823.05,50115.71,85996.57,90580.09,108763.88,100241.51,65731.55,68948.88,109927.19,152667.69,127377.36,136359.25,131557.6,94080.23,89276.4
28,4091,197602.58,37506.97,109595.97,231023.05,205692.94,93298.6,48839.95,38066.13,61151.76,39413.51,131978.66,27612.79,261203.78,112484.96,86167.09,28453.52,69341.92,171240.34,126393.02,187020.49,186296.27,223023.71,121296.76,219634.42,107504.71,12783.9,37737.55,122236.26,55223.22,41932.47,271143.81,102954.41,96537.0,104448.85,142571.15,130370.91,129112.46,223957.47,85256.04,90512.41,93424.17,101347.92,142429.16,110861.49,122601.12,115727.79,167602.69,116379.03,142019.91,56913.09,93921.96,85223.79,62624.14,152320.05,211268.15,120493.65,90254.63,158930.85,149960.77,151182.87,143004.05,106240.63,244217.72,286958.22,261667.89,140617.31,93716.31,98338.29,132113.04
29,2009,23890.94,189201.3,95320.05,57311.41,31981.3,70057.0,138038.98,153651.51,143683.27,190695.13,88988.93,185586.33,87492.13,87731.19,107229.78,182345.34,112556.33,28147.46,74174.42,20246.81,26588.79,49312.07,82432.21,45922.78,77006.75,163897.17,180659.2,114579.63,142174.54,193908.25,97432.17,74143.08,108208.9,93310.71,56285.55,72746.37,76893.87,50245.82,85106.7,78592.7,94471.98,80035.05,117675.38,69054.63,97847.34,90974.02,111529.62,113071.12,115580.58,136375.1,80073.46,79194.57,146272.7,32380.28,37556.51,46138.15,91847.96,49630.08,67813.87,59291.5,104612.48,59566.93,70506.08,113246.58,87956.24,132960.69,128159.04,87919.25,79894.45
30,6097,88227.44,131823.78,88132.32,106172.38,67738.07,62869.27,98061.54,99243.03,112038.47,133317.61,81801.2,143477.83,136353.11,80543.46,35922.4,124967.82,96591.66,49147.23,66986.7,36307.77,66499.21,98173.04,52991.14,94783.75,69819.02,110240.65,138550.69,107391.9,80127.52,151799.74,146293.14,48916.48,62295.22,86122.98,20986.29,38605.93,69706.14,99106.8,76839.59,71404.97,87284.26,72847.32,110487.65,61866.9,90659.61,83786.29,82088.55,83630.05,86139.52,68343.5,72885.58,72006.84,78241.1,37546.33,76262.91,33546.03,84660.24,60185.35,68902.84,62709.64,75171.41,52379.2,119367.05,162107.55,136817.21,125772.96,120971.31,80731.52,72706.72
31,4154,174169.09,70787.9,62514.85,207589.56,182259.45,78012.97,45057.84,58764.02,31541.55,60026.89,108545.17,71372.21,237770.28,73524.32,121829.02,63931.94,57760.19,147806.85,102959.52,163586.99,162862.78,199590.22,156202.14,196200.93,84071.22,80010.67,100913.74,40577.18,65655.95,77525.47,247710.32,101819.69,118171.93,65909.29,177949.5,165749.27,105678.97,200523.98,84121.33,89377.7,63760.64,77914.43,118995.66,87427.99,65056.17,75117.6,186023.08,134780.51,190074.05,80039.88,92787.25,79919.94,90363.47,128886.55,187834.66,112238.5,74495.39,135497.36,126527.28,127749.38,178382.41,97985.49,220784.23,263524.73,238234.39,53398.85,35717.99,63316.34,108679.55
32,1048,124410.5,101578.61,36403.89,157830.97,132500.86,20680.01,50416.3,66028.82,56105.24,103072.45,58786.58,97963.65,188011.7,39292.89,38895.04,94722.65,24933.64,98048.26,36355.55,113828.41,113104.19,149831.63,73268.16,146442.34,34312.63,76274.48,93036.51,49044.18,54551.86,106285.56,197951.73,16848.92,63537.99,31256.77,95015.52,82815.29,39074.99,150765.39,2940.7,7362.17,20232.09,28155.84,69237.08,37669.41,49409.04,42535.72,103089.1,80146.57,107140.07,44373.49,6572.94,8314.17,52727.66,79127.97,138076.08,43643.11,17062.55,85738.77,76768.69,77990.79,95448.43,29390.09,171025.64,213766.14,188475.81,67425.23,62623.58,25146.21,58920.96
33,4051,142819.35,76446.39,70094.73,160764.29,122329.98,54370.85,42684.15,43865.63,56661.08,77940.22,92477.42,88100.43,190945.01,72983.72,25956.93,69590.43,34416.38,134935.14,86891.77,105094.96,149991.07,152764.95,60613.63,149375.66,68003.47,66411.27,83173.3,82735.01,24750.12,96422.34,200885.05,43188.72,36326.84,64947.61,82360.99,70160.76,89611.21,153698.7,38214.24,42635.71,53922.92,61846.68,102927.91,71360.24,83099.87,76226.55,90434.57,52935.42,94485.53,14056.42,39338.51,46296.03,22410.59,112818.8,130854.82,81565.89,50753.38,119429.61,110459.53,111681.63,82793.9,67312.88,173958.96,216699.46,191409.12,101116.07,96314.41,58837.05,92611.8
34,4185,215702.95,6976.78,127696.34,249123.43,223793.32,111398.98,47104.37,39668.04,46214.5,18009.47,150079.03,10506.44,279304.15,130585.34,115125.92,14856.96,87442.3,189340.71,144493.39,205120.86,204396.64,241124.09,149782.62,237734.79,125605.08,39508.51,70546.78,79115.28,73323.59,0.0,289244.18,121054.78,125495.83,122549.23,171529.98,159329.75,147212.83,242057.84,103356.41,108612.78,111524.54,119448.3,160529.53,128961.86,140701.49,133828.17,200411.93,142104.41,174829.14,87707.51,112022.34,103324.16,98031.11,170420.42,229368.53,138594.02,108355.0,177031.23,168061.14,169283.24,171962.89,124341.01,262318.09,305058.59,279768.26,97683.33,81541.43,116438.67,150213.42
35,6062,128203.3,165619.75,141551.57,146148.24,107713.93,125827.69,131857.51,133039.0,145834.44,167113.59,163934.26,177273.8,176328.97,144440.56,72994.15,158763.79,130081.32,120319.1,158348.62,90478.92,135375.03,138148.9,33486.32,134759.61,139460.31,144036.62,155307.13,154191.86,113923.49,185595.71,186269.0,107989.73,62022.7,136404.45,67744.95,39932.96,161068.06,139082.66,110329.25,114750.72,125379.77,133303.52,174384.76,142817.09,154556.72,147683.39,18158.49,59397.75,42841.38,102139.47,106375.24,117752.88,112037.07,122908.41,116238.77,136666.28,122210.23,139995.81,158179.6,149657.23,12745.77,127101.7,159342.91,202083.41,176793.08,172572.91,167771.26,130293.89,164068.64
36,4182,218473.56,10396.94,130466.95,251894.03,226563.92,114169.58,47793.36,40357.03,44976.51,16522.52,152849.64,15388.96,282074.76,133355.94,102730.81,17280.73,90212.9,192111.32,147264.0,207891.46,207167.25,243894.69,137387.5,240505.4,128375.69,44391.02,73317.39,77877.29,60928.48,14887.95,292014.79,123825.39,113100.72,125319.83,159134.87,146934.63,149983.44,244828.45,106127.02,111383.39,114295.15,122218.9,163300.14,131732.46,143472.1,136598.77,167208.44,129709.3,177599.75,75312.4,114792.94,106094.77,85635.99,173191.03,232139.13,141364.63,111125.61,179801.83,170831.75,172053.85,159567.77,127111.61,265088.7,307829.2,282538.87,96445.33,80303.44,119209.27,152984.02
37,1028,89786.11,126322.34,32441.09,123206.58,97876.47,11911.1,75160.03,90772.55,80804.31,127816.18,22396.84,122707.38,153387.31,24852.23,76302.63,119466.38,49677.37,63423.87,7612.11,79204.02,78479.8,115207.24,110675.75,111817.95,14127.79,101018.21,117780.24,51700.68,79295.59,131029.29,163327.34,31411.5,100945.58,30431.75,99266.91,120222.88,10331.55,116141.0,38594.94,22524.6,31593.03,17156.09,54796.43,6175.68,34968.39,28095.06,140496.69,117554.16,144547.66,84010.91,24640.18,20389.6,92365.09,44503.58,103451.68,27855.53,28969.01,51114.38,35250.32,33334.92,132856.03,13602.51,136401.25,179141.75,153851.42,70081.73,65280.08,25040.29,13332.13
