Index,codice_struttura_erogante,codici_specialita,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY,capacita_max,year
1289,res_01000801,spec_09,5,7,6,5,4,4,4,30,2012
1290,res_01000801,spec_10,1,3,2,3,1,1,3,7,2012
1291,res_01000801,spec_26,11,12,12,12,14,10,8,109,2012
1292,res_01000801,spec_60,4,5,3,4,4,3,2,48,2012
1293,res_01000801,spec_02,4,5,3,5,3,1,1,22,2012
1294,res_01000801,spec_38,5,5,8,5,3,4,4,21,2012
1295,res_01000801,spec_62,2,2,2,2,2,1,1,4,2012
1296,res_01000801,spec_24,5,4,4,3,4,4,3,22,2012
1297,res_01000801,spec_99,17,18,22,20,17,0,0,32,2012
1298,res_01000801,spec_50,5,4,4,4,5,3,4,15,2012
1299,res_01000801,spec_43,7,6,10,6,3,5,5,27,2012
1300,res_01000801,spec_31,1,0,0,0,0,0,0,1,2012
1301,res_01000801,spec_39,4,7,4,3,4,5,4,15,2012
1302,res_01000801,spec_08,3,5,5,5,2,3,3,12,2012
1303,res_01000801,spec_34,2,2,1,2,3,1,1,5,2012
1304,res_01000802,spec_38,1,0,0,0,1,0,0,1,2012
1305,res_01000802,spec_32,0,1,1,1,1,1,1,3,2012
1306,res_01000802,spec_99,10,9,10,7,10,0,0,10,2012
1307,res_01000802,spec_56,2,1,1,2,2,1,1,15,2012
1308,res_01000802,spec_09,1,0,0,0,0,0,1,1,2012
1309,res_01000802,spec_14,0,1,0,0,0,0,0,1,2012
1310,res_01000802,spec_24,0,0,0,0,0,1,0,1,2012
1311,res_01000802,spec_50,0,0,1,0,0,0,0,1,2012
1312,res_01000802,spec_26,5,7,5,5,6,6,6,40,2012
1313,res_01000802,spec_37,0,0,0,0,0,1,0,1,2012
1314,res_01000802,spec_29,0,0,0,0,0,0,1,1,2012
1315,res_01000802,spec_36,1,1,1,1,0,0,0,2,2012
1316,res_01000901,spec_49,2,2,2,2,2,1,2,13,2012
1317,res_01000901,spec_43,5,5,5,5,5,1,3,14,2012
1318,res_01000901,spec_62,1,1,1,2,1,1,0,3,2012
1319,res_01000901,spec_71,3,2,2,1,2,1,0,8,2012
1320,res_01000901,spec_36,6,6,5,7,5,4,5,20,2012
1321,res_01000901,spec_09,4,8,5,5,4,3,3,20,2012
1322,res_01000901,spec_31,2,3,4,4,5,3,2,12,2012
1323,res_01000901,spec_37,6,5,7,6,6,5,5,14,2012
1324,res_01000901,spec_32,6,4,4,5,4,4,4,18,2012
1325,res_01000901,spec_60,2,3,3,2,2,0,1,24,2012
1326,res_01000901,spec_64,13,16,11,12,9,4,2,101,2012
1327,res_01000901,spec_34,2,1,2,1,1,1,1,2,2012
1328,res_01000901,spec_39,4,3,3,4,3,2,2,11,2012
1329,res_01000901,spec_99,14,17,11,16,13,1,0,17,2012
1330,res_01000901,spec_38,3,4,2,6,4,1,1,10,2012
1331,res_01000901,spec_52,3,1,0,0,0,0,0,3,2012
1332,res_01000901,spec_29,2,3,2,3,3,2,1,8,2012
1333,res_01000901,spec_02,4,4,2,3,2,0,0,11,2012
1334,res_01000901,spec_40,4,3,4,4,3,2,3,13,2012
1335,res_01000901,spec_67,2,1,1,1,0,0,0,2,2012
1336,res_01000901,spec_56,1,1,0,1,1,0,0,4,2012
1337,res_01000901,spec_50,3,3,3,3,3,4,4,15,2012
1338,res_01000901,spec_68,6,6,5,4,5,5,4,24,2012
1339,res_01000901,spec_08,5,5,4,6,6,2,2,13,2012
1340,res_01000901,spec_24,3,4,3,2,3,2,2,12,2012
1341,res_01000901,spec_26,4,5,5,5,5,4,4,28,2012
1342,res_01000902,spec_09,3,2,4,4,4,3,4,10,2012
1343,res_01000902,spec_37,8,5,9,5,6,4,4,14,2012
1344,res_01000902,spec_50,2,3,4,2,2,3,2,11,2012
1345,res_01000902,spec_31,3,3,5,2,2,4,3,7,2012
1346,res_01000902,spec_39,1,1,2,1,1,1,1,2,2012
1347,res_01000902,spec_08,4,5,6,4,3,3,3,9,2012
1348,res_01000902,spec_43,2,3,5,4,4,1,1,8,2012
1349,res_01000902,spec_99,12,15,11,13,18,0,0,18,2012
1350,res_01000902,spec_36,6,3,4,3,2,3,3,16,2012
1351,res_01000902,spec_26,7,8,6,10,6,7,6,66,2012
1352,res_01000902,spec_38,1,2,1,3,3,1,1,4,2012
1353,res_01000902,spec_49,0,1,0,0,0,1,0,1,2012
1354,res_01000902,spec_04,6,5,3,1,1,0,0,8,2012
1355,res_01001000,spec_34,50,44,36,37,31,6,4,66,2012
1356,res_01001000,spec_02,2,3,2,4,3,0,0,9,2012
1357,res_01001100,spec_26,15,15,20,21,20,17,18,150,2012
1358,res_01001100,spec_38,4,4,1,4,3,2,2,9,2012
1359,res_01001100,spec_64,9,13,10,10,5,0,0,90,2012
1360,res_01001100,spec_29,5,6,4,6,5,2,1,18,2012
1361,res_01001100,spec_30,4,4,5,3,3,2,3,19,2012
1362,res_01001100,spec_20,14,13,8,8,8,0,0,80,2012
1363,res_01001100,spec_09,7,7,7,9,7,5,6,37,2012
1364,res_01001100,spec_67,0,1,2,0,2,2,0,2,2012
1365,res_01001100,spec_32,5,5,3,4,4,3,4,20,2012
1366,res_01001100,spec_02,11,6,7,9,5,0,0,37,2012
1367,res_01001100,spec_49,2,2,2,2,2,2,2,10,2012
1368,res_01001100,spec_36,4,5,4,6,6,5,6,27,2012
1369,res_01001100,spec_40,7,6,3,4,4,2,2,14,2012
1370,res_01001100,spec_14,4,4,4,4,3,4,4,15,2012
1371,res_01001100,spec_43,6,8,8,7,2,6,10,26,2012
1372,res_01001100,spec_99,15,25,16,15,21,0,1,140,2012
1373,res_01001100,spec_08,4,6,4,5,5,2,3,18,2012
1374,res_01001100,spec_50,4,4,4,4,4,3,3,18,2012
1375,res_01001100,spec_21,1,1,2,2,3,2,2,13,2012
1376,res_01001200,spec_36,11,8,12,6,1,1,0,13,2012
1377,res_01001200,spec_12,7,6,6,2,7,0,0,8,2012
1378,res_01001200,spec_19,2,2,2,2,2,0,0,10,2012
1379,res_01001200,spec_64,7,13,10,24,8,0,0,175,2012
1380,res_01001200,spec_37,17,16,8,14,10,1,1,19,2012
1381,res_01001200,spec_26,2,2,2,2,1,0,0,3,2012
1382,res_01001200,spec_32,5,2,0,0,0,0,0,5,2012
1383,res_01001200,spec_56,5,1,2,1,1,0,0,11,2012
1384,res_01001200,spec_09,4,2,7,6,2,0,0,9,2012
1385,res_01001200,spec_34,5,6,8,7,11,0,0,11,2012
1386,res_01001300,spec_24,14,9,10,9,9,4,4,92,2012
1387,res_01001700,spec_64,16,19,11,10,6,1,0,266,2012
1388,res_01001700,spec_37,9,11,13,11,10,9,8,26,2012
1389,res_01001700,spec_49,1,2,2,1,1,1,2,7,2012
1390,res_01001700,spec_09,6,8,7,8,10,3,3,19,2012
1391,res_01001700,spec_39,6,4,4,4,5,3,4,20,2012
1392,res_01001700,spec_43,4,5,2,3,1,1,1,7,2012
1393,res_01001700,spec_26,12,12,11,11,14,12,10,87,2012
1394,res_01001700,spec_40,2,2,2,2,3,1,1,10,2012
1395,res_01001700,spec_36,5,7,9,5,5,6,4,28,2012
1396,res_01001700,spec_38,8,6,7,4,7,3,3,15,2012
1397,res_01001700,spec_50,3,3,3,4,2,3,3,10,2012
1398,res_01001700,spec_08,4,3,3,3,2,3,4,8,2012
1399,res_01001700,spec_29,2,2,3,3,3,1,1,5,2012
1400,res_01001700,spec_62,2,0,1,2,1,1,1,3,2012
1401,res_01001700,spec_32,4,4,4,4,4,4,4,26,2012
1402,res_01001700,spec_99,6,7,7,6,8,0,0,8,2012
1403,res_01001901,spec_36,4,5,7,4,7,5,5,30,2012
1404,res_01001901,spec_50,5,5,4,5,4,4,4,15,2012
1405,res_01001901,spec_09,4,3,3,4,4,3,4,17,2012
1406,res_01001901,spec_26,9,9,10,9,7,8,8,60,2012
1407,res_01001901,spec_43,5,4,5,3,3,2,3,14,2012
1408,res_01001901,spec_99,8,15,10,13,13,1,1,15,2012
1409,res_01001901,spec_34,1,3,4,2,2,1,1,4,2012
1410,res_01001901,spec_32,4,6,7,8,5,4,6,22,2012
1411,res_01001901,spec_37,9,9,7,10,8,6,8,23,2012
1412,res_01001901,spec_02,3,8,5,8,5,1,1,32,2012
1413,res_01001901,spec_39,6,4,5,5,4,5,3,13,2012
1414,res_01001901,spec_08,3,4,4,4,4,3,4,14,2012
1415,res_01001901,spec_62,0,1,0,0,0,0,0,1,2012
1416,res_01001901,spec_49,1,2,2,2,1,1,1,7,2012
1417,res_01001901,spec_40,3,3,3,4,3,2,2,17,2012
1418,res_01001901,spec_38,3,2,4,2,4,1,2,7,2012
1419,res_01001901,spec_29,4,4,3,3,3,2,3,11,2012
1420,res_01001903,spec_29,1,0,0,0,0,0,0,1,2012
1421,res_01001903,spec_02,14,14,12,13,16,1,0,286,2012
1422,res_01001903,spec_26,9,9,10,11,7,6,10,52,2012
1423,res_01001903,spec_50,0,1,0,1,1,0,0,1,2012
1424,res_01001903,spec_99,6,5,6,9,7,0,0,9,2012
1425,res_01001903,spec_49,1,1,0,0,0,0,1,1,2012
1426,res_01001903,spec_60,2,3,2,2,2,1,1,25,2012
1427,res_01001903,spec_56,3,3,3,4,3,1,0,21,2012
1428,res_01001903,spec_32,0,0,0,1,1,1,0,2,2012
1429,res_01002301,spec_32,5,5,7,6,6,4,4,29,2012
1430,res_01002301,spec_08,4,5,3,4,5,3,4,15,2012
1431,res_01002301,spec_50,3,3,3,4,2,3,3,13,2012
1432,res_01002301,spec_33,1,0,0,0,0,0,0,1,2012
1433,res_01002301,spec_09,11,7,7,8,8,7,4,28,2012
1434,res_01002301,spec_43,10,7,8,4,6,3,2,16,2012
1435,res_01002301,spec_29,5,3,3,4,3,2,1,62,2012
1436,res_01002301,spec_18,7,11,9,8,3,0,0,117,2012
1437,res_01002301,spec_49,2,2,3,1,3,2,2,9,2012
1438,res_01002301,spec_39,5,4,5,3,5,3,3,9,2012
1439,res_01002301,spec_37,0,0,0,1,0,1,0,2,2012
1440,res_01002301,spec_19,2,2,1,1,2,0,0,4,2012
1441,res_01002301,spec_34,8,11,10,8,2,2,1,12,2012
1442,res_01002301,spec_26,6,6,6,10,7,6,5,54,2012
1443,res_01002301,spec_36,9,10,10,10,9,6,5,35,2012
1444,res_01002301,spec_21,0,1,1,1,1,1,1,4,2012
1445,res_01002301,spec_38,7,1,2,6,3,1,1,8,2012
1446,res_01002301,spec_64,14,20,15,13,9,2,2,140,2012
1447,res_01002301,spec_40,4,3,4,5,3,2,3,15,2012
1448,res_01002302,spec_36,1,5,4,6,0,1,0,7,2012
1449,res_01002302,spec_37,7,12,5,10,11,5,5,18,2012
1450,res_01002302,spec_09,6,5,8,5,6,3,2,16,2012
1451,res_01002302,spec_02,4,4,7,7,6,0,0,39,2012
1452,res_01002302,spec_32,0,0,0,0,0,1,0,1,2012
1453,res_01002302,spec_49,1,0,0,0,0,0,0,1,2012
1454,res_01002302,spec_99,9,11,15,13,6,0,0,15,2012
1455,res_01002302,spec_26,6,6,4,4,4,5,4,26,2012
1456,res_01002302,spec_43,0,0,0,0,1,0,0,1,2012
1457,res_01002302,spec_21,6,6,4,5,6,6,5,27,2012
1458,res_01002302,spec_31,5,6,4,6,7,7,6,13,2012
1459,res_01002303,spec_60,3,3,3,2,3,2,2,45,2012
1460,res_01002303,spec_56,3,2,2,3,2,1,0,18,2012
1461,res_01002304,spec_60,6,7,6,6,9,2,1,79,2012
1462,res_01002304,spec_56,5,4,5,5,5,0,0,67,2012
1463,res_01002601,spec_58,3,2,2,2,2,0,0,11,2012
1464,res_01002601,spec_32,4,6,5,6,6,4,3,23,2012
1465,res_01002601,spec_60,3,5,2,3,2,0,0,12,2012
1466,res_01002601,spec_08,4,6,4,4,4,2,2,10,2012
1467,res_01002601,spec_56,3,3,3,2,2,1,0,46,2012
1468,res_01002601,spec_38,4,5,9,3,1,0,0,12,2012
1469,res_01002601,spec_39,2,2,2,3,2,2,2,7,2012
1470,res_01002601,spec_49,5,13,4,12,8,2,2,17,2012
1471,res_01002601,spec_43,5,7,3,4,5,2,5,13,2012
1472,res_01002601,spec_37,8,7,12,10,8,4,7,22,2012
1473,res_01002601,spec_68,4,5,4,3,3,0,0,34,2012
1474,res_01002601,spec_35,2,4,1,1,0,0,0,4,2012
1475,res_01002601,spec_67,1,0,1,1,0,0,0,2,2012
1476,res_01002601,spec_24,3,3,3,3,2,2,1,21,2012
1477,res_01002601,spec_40,4,4,4,2,4,3,2,12,2012
1478,res_01002601,spec_34,15,9,12,9,9,21,2,21,2012
1479,res_01002601,spec_50,3,3,4,4,2,2,2,8,2012
1480,res_01002601,spec_36,7,6,11,5,4,4,8,34,2012
1481,res_01002601,spec_64,14,14,16,17,15,3,2,159,2012
1482,res_01002601,spec_09,7,6,6,7,8,6,4,24,2012
1483,res_01002601,spec_26,9,10,9,8,8,7,7,64,2012
1484,res_01002601,spec_29,2,2,2,2,2,1,0,6,2012
1485,res_01002602,spec_49,1,0,0,0,0,0,1,1,2012
1486,res_01002602,spec_50,1,1,1,0,1,1,1,3,2012
1487,res_01002602,spec_08,1,1,0,0,0,0,0,1,2012
1488,res_01002602,spec_26,4,4,4,5,3,2,2,25,2012
1489,res_01002602,spec_32,0,0,0,0,1,0,0,1,2012
1490,res_01002602,spec_60,3,2,3,3,2,0,0,13,2012
1491,res_01002602,spec_38,0,0,0,1,0,0,0,1,2012
1492,res_01002602,spec_09,0,1,0,0,0,0,1,1,2012
1493,res_01002602,spec_24,0,0,0,1,0,0,0,1,2012
1494,res_01002602,spec_56,3,2,3,3,1,1,0,18,2012
1495,res_01002603,spec_29,0,0,1,0,0,0,0,1,2012
1496,res_01002603,spec_24,0,1,0,0,0,0,0,1,2012
1497,res_01002603,spec_39,5,5,5,5,4,3,3,10,2012
1498,res_01002603,spec_50,3,3,2,4,3,3,3,12,2012
1499,res_01002603,spec_43,3,3,9,3,5,1,1,13,2012
1500,res_01002603,spec_26,8,7,7,6,6,5,5,44,2012
1501,res_01002603,spec_38,8,3,8,5,7,3,1,10,2012
1502,res_01002603,spec_49,4,11,6,4,2,1,2,31,2012
1503,res_01002603,spec_08,2,2,2,4,2,1,1,7,2012
1504,res_01002603,spec_36,7,6,6,12,6,5,4,27,2012
1505,res_01002603,spec_32,4,4,6,5,3,4,3,20,2012
1506,res_01002603,spec_64,8,9,4,3,3,0,1,75,2012
1507,res_01002603,spec_37,8,11,5,10,13,4,4,17,2012
1508,res_01002603,spec_09,8,12,8,11,7,4,5,27,2012
1509,res_01002603,spec_34,0,0,2,4,0,0,0,4,2012
1510,res_01002604,spec_29,2,2,2,2,1,1,1,4,2012
1511,res_01002604,spec_50,2,3,2,3,3,2,3,8,2012
1512,res_01002604,spec_37,3,6,4,5,4,5,6,15,2012
1513,res_01002604,spec_02,8,4,9,7,9,0,1,63,2012
1514,res_01002604,spec_26,8,6,7,7,8,5,5,40,2012
1515,res_01002604,spec_09,6,9,5,9,5,4,6,24,2012
1516,res_01002604,spec_40,4,3,3,3,2,2,1,12,2012
1517,res_01002604,spec_39,3,2,1,3,1,1,2,5,2012
1518,res_01002604,spec_67,1,0,1,2,0,0,0,2,2012
1519,res_01002604,spec_43,4,6,6,6,3,2,5,14,2012
1520,res_01002604,spec_08,4,3,3,2,4,3,2,7,2012
1521,res_01002604,spec_60,2,1,2,2,2,0,1,6,2012
1522,res_01002604,spec_32,5,4,4,3,3,4,3,19,2012
1523,res_01002604,spec_49,3,2,2,2,2,1,2,6,2012
1524,res_01002604,spec_99,18,12,16,16,15,0,0,18,2012
1525,res_01002604,spec_36,5,3,4,3,3,3,2,18,2012
1526,res_01002605,spec_40,0,0,0,1,0,0,0,1,2012
1527,res_01002605,spec_39,2,3,1,1,2,1,2,3,2012
1528,res_01002605,spec_37,6,5,6,6,4,4,4,14,2012
1529,res_01002605,spec_38,1,1,1,1,1,0,3,3,2012
1530,res_01002605,spec_09,6,7,5,5,5,5,6,24,2012
1531,res_01002605,spec_67,0,0,0,0,1,1,0,1,2012
1532,res_01002605,spec_50,3,5,5,4,5,3,4,13,2012
1533,res_01002605,spec_26,8,8,11,7,6,8,6,35,2012
1534,res_01002605,spec_02,4,4,4,6,3,1,0,40,2012
1535,res_01002605,spec_36,6,4,4,5,4,3,3,17,2012
1536,res_01002605,spec_49,2,2,1,1,1,2,2,6,2012
1537,res_01002605,spec_32,0,1,0,0,0,0,0,1,2012
1538,res_01002605,spec_43,4,6,4,4,1,1,1,8,2012
1539,res_01002605,spec_99,15,10,17,15,11,1,1,17,2012
1540,res_01002605,spec_08,2,1,1,1,1,1,1,3,2012
1541,res_01002606,spec_68,0,1,0,1,0,0,0,1,2012
1542,res_01002606,spec_32,0,1,0,1,0,1,0,2,2012
1543,res_01002606,spec_09,2,3,2,1,2,3,2,10,2012
1544,res_01002606,spec_60,3,2,3,2,4,1,0,11,2012
1545,res_01002606,spec_99,2,7,3,5,1,0,0,7,2012
1546,res_01002606,spec_36,1,0,0,0,0,0,0,1,2012
1547,res_01002606,spec_08,0,1,1,0,0,0,0,1,2012
1548,res_01002606,spec_56,3,3,4,2,3,1,0,15,2012
1549,res_01002606,spec_50,1,1,0,1,1,1,1,2,2012
1550,res_01002606,spec_49,0,0,1,1,0,1,0,1,2012
1551,res_01002606,spec_40,0,0,0,1,0,0,0,1,2012
1552,res_01002606,spec_26,7,10,8,7,6,5,4,34,2012
1553,res_01002606,spec_02,3,4,3,5,1,0,0,39,2012
1554,res_01002701,spec_75,1,1,1,1,1,0,0,8,2012
1555,res_01002701,spec_56,5,5,9,5,4,2,1,49,2012
1556,res_01002701,spec_99,11,11,9,9,6,0,0,11,2012
1557,res_01002701,spec_60,2,2,2,2,3,0,0,10,2012
1558,res_01002701,spec_26,4,5,7,6,5,4,4,27,2012
1559,res_01002702,spec_56,2,2,1,1,2,0,0,10,2012
1560,res_01002702,spec_60,2,7,3,3,3,0,0,39,2012
1561,res_01003001,spec_50,4,2,4,4,4,3,3,13,2012
1562,res_01003001,spec_39,6,3,3,5,4,2,2,24,2012
1563,res_01003001,spec_64,7,10,5,6,2,0,0,50,2012
1564,res_01003001,spec_38,7,7,3,8,6,2,1,15,2012
1565,res_01003001,spec_67,1,1,0,1,0,0,0,1,2012
1566,res_01003001,spec_09,8,8,6,7,5,5,5,31,2012
1567,res_01003001,spec_26,11,10,12,12,13,9,9,136,2012
1568,res_01003001,spec_40,3,3,3,4,4,3,2,16,2012
1569,res_01003001,spec_62,1,0,1,1,1,0,0,2,2012
1570,res_01003001,spec_37,8,7,7,9,8,8,9,23,2012
1571,res_01003001,spec_29,3,4,3,3,2,2,2,20,2012
1572,res_01003001,spec_32,6,6,6,5,5,4,5,30,2012
1573,res_01003001,spec_08,4,5,3,2,5,3,1,22,2012
1574,res_01003001,spec_43,5,4,2,3,4,1,1,21,2012
1575,res_01003001,spec_34,3,1,2,2,1,1,1,4,2012
1576,res_01003001,spec_99,13,14,15,16,17,0,0,92,2012
1577,res_01003001,spec_49,1,1,1,2,2,1,2,6,2012
1578,res_01003001,spec_31,0,0,0,0,0,1,0,1,2012
1579,res_01003001,spec_36,6,6,6,8,6,4,5,28,2012
1580,res_01003002,spec_26,1,1,0,0,0,0,0,2,2012
1581,res_01003002,spec_56,2,3,2,2,2,0,0,15,2012
1582,res_01003002,spec_60,2,2,2,2,2,0,0,20,2012
1583,res_01003002,spec_02,1,1,1,1,1,0,0,6,2012
1584,res_01003002,spec_21,2,2,2,2,2,0,0,9,2012
1585,res_01003002,spec_36,0,0,0,0,0,0,1,1,2012
1586,res_01003003,spec_56,2,2,2,2,2,0,0,17,2012
1587,res_01003003,spec_26,1,0,0,0,0,0,0,1,2012
1588,res_01003003,spec_32,0,0,0,0,1,0,0,1,2012
1589,res_01003003,spec_02,2,1,0,0,1,0,0,4,2012
1590,res_01003003,spec_64,4,2,0,1,1,1,0,4,2012
1591,res_01003003,spec_60,3,2,3,3,2,0,0,26,2012
1592,res_01007901,spec_36,5,5,9,6,4,4,4,26,2012
1593,res_01007901,spec_09,9,11,7,7,8,5,6,39,2012
1594,res_01007901,spec_62,0,0,1,0,1,0,0,2,2012
1595,res_01007901,spec_37,12,8,12,9,7,7,10,24,2012
1596,res_01007901,spec_49,1,2,2,1,1,2,1,4,2012
1597,res_01007901,spec_32,2,2,1,1,1,0,0,3,2012
1598,res_01007901,spec_26,9,14,11,11,10,6,7,61,2012
1599,res_01007901,spec_40,3,4,4,4,2,2,2,13,2012
1600,res_01007901,spec_50,6,5,7,5,5,4,6,17,2012
1601,res_01007901,spec_08,6,7,6,9,5,3,4,14,2012
1602,res_01007901,spec_99,9,6,8,8,9,0,0,9,2012
1603,res_01007901,spec_02,5,3,3,0,1,0,0,12,2012
1604,res_01007901,spec_38,5,10,7,5,9,4,2,15,2012
1605,res_01007901,spec_39,3,3,4,3,3,3,3,10,2012
1606,res_01007901,spec_43,11,7,7,8,10,4,5,21,2012
1607,res_01007902,spec_49,0,0,0,1,0,0,0,1,2012
1608,res_01007902,spec_09,1,0,0,0,0,0,0,1,2012
1609,res_01007902,spec_08,0,0,1,0,0,1,0,1,2012
1610,res_01007902,spec_26,3,5,3,4,5,3,4,24,2012
1611,res_01007902,spec_60,2,2,1,2,2,1,2,6,2012
1612,res_01007902,spec_50,0,0,0,0,1,1,0,1,2012
1613,res_01007903,spec_49,1,0,0,0,0,0,0,1,2012
1614,res_01007903,spec_26,3,4,3,3,4,4,4,28,2012
1615,res_01007903,spec_08,1,0,0,0,0,1,0,1,2012
1616,res_01007903,spec_99,13,10,14,9,12,0,0,14,2012
1617,res_01007903,spec_36,0,0,0,0,1,1,1,2,2012
1618,res_01007903,spec_09,0,1,1,0,0,0,1,2,2012
1619,res_01007903,spec_43,0,1,0,0,0,0,0,1,2012
1620,res_01007903,spec_50,1,1,0,1,0,0,0,2,2012
1621,res_01007904,spec_36,3,4,4,7,3,3,6,17,2012
1622,res_01007904,spec_37,6,9,4,3,3,3,3,13,2012
1623,res_01007904,spec_26,5,5,7,5,5,4,3,30,2012
1624,res_01007904,spec_09,5,5,5,5,6,3,3,15,2012
1625,res_01007904,spec_43,0,0,0,1,0,0,0,1,2012
1626,res_01007904,spec_49,0,0,0,1,1,0,0,1,2012
1627,res_01007904,spec_50,0,1,0,0,0,0,0,1,2012
1628,res_01007905,spec_43,0,1,0,0,0,0,0,1,2012
1629,res_01007905,spec_60,3,4,5,3,2,1,1,21,2012
1630,res_01007905,spec_09,1,0,1,1,0,0,1,2,2012
1631,res_01007905,spec_26,5,5,5,6,6,4,3,34,2012
1632,res_01007905,spec_08,0,0,0,0,0,1,0,1,2012
1633,res_01007905,spec_36,0,0,0,1,1,0,0,1,2012
1634,res_01007905,spec_49,1,1,0,1,0,0,1,2,2012
1635,res_01007905,spec_02,4,5,4,6,1,0,0,37,2012
1636,res_01008500,spec_60,2,2,3,2,2,2,2,21,2012
1637,res_01008500,spec_49,1,3,6,2,2,2,2,11,2012
1638,res_01008500,spec_26,15,20,17,16,12,10,8,187,2012
1639,res_01008500,spec_36,14,13,8,14,5,4,4,44,2012
1640,res_01008500,spec_24,2,2,3,2,4,3,4,13,2012
1641,res_01008500,spec_67,3,4,3,2,3,2,1,7,2012
1642,res_01008500,spec_52,3,9,3,2,2,1,1,32,2012
1643,res_01008500,spec_38,5,9,6,3,6,1,1,11,2012
1644,res_01008500,spec_56,2,8,3,2,3,1,0,26,2012
1645,res_01008500,spec_39,4,6,4,4,4,4,4,18,2012
1646,res_01008500,spec_37,12,12,16,11,14,8,6,32,2012
1647,res_01008500,spec_09,10,14,12,9,11,3,6,35,2012
1648,res_01008500,spec_73,1,1,1,1,2,2,2,4,2012
1649,res_01008500,spec_04,4,4,5,4,2,0,0,11,2012
1650,res_01008500,spec_43,6,6,8,12,6,3,3,33,2012
1651,res_01008500,spec_08,4,5,5,5,3,2,3,10,2012
1652,res_01008500,spec_14,4,4,8,5,6,2,1,13,2012
1653,res_01008500,spec_50,3,4,4,5,4,4,6,13,2012
1654,res_01008500,spec_64,16,14,13,14,9,2,2,167,2012
1655,res_01008500,spec_58,3,3,2,2,2,1,1,10,2012
1656,res_01008500,spec_34,5,4,6,5,4,1,2,9,2012
1657,res_01008500,spec_68,5,6,7,4,4,7,3,34,2012
1658,res_01008500,spec_40,3,3,3,3,3,2,2,10,2012
1659,res_01008500,spec_32,8,6,7,7,4,4,5,53,2012
1660,res_01008500,spec_29,7,4,5,4,3,4,2,26,2012
1661,res_01012001,spec_40,4,5,4,4,3,2,2,47,2012
1662,res_01012001,spec_39,4,4,5,5,4,5,3,13,2012
1663,res_01012001,spec_37,10,7,10,9,6,7,10,23,2012
1664,res_01012001,spec_26,11,12,8,15,11,9,8,129,2012
1665,res_01012001,spec_50,4,3,3,3,2,2,2,10,2012
1666,res_01012001,spec_62,1,1,1,1,0,0,0,2,2012
1667,res_01012001,spec_08,2,4,5,3,3,3,3,10,2012
1668,res_01012001,spec_60,3,2,3,2,3,1,0,21,2012
1669,res_01012001,spec_09,13,11,11,8,8,2,3,26,2012
1670,res_01012001,spec_43,11,11,9,14,10,3,3,20,2012
1671,res_01012001,spec_36,10,8,10,9,4,3,3,22,2012
1672,res_01012001,spec_67,1,1,2,1,1,1,0,2,2012
1673,res_01012001,spec_34,3,2,2,1,2,1,1,4,2012
1674,res_01012001,spec_32,4,5,5,5,4,3,5,35,2012
1675,res_01012001,spec_56,2,3,8,1,17,0,0,94,2012
1676,res_01012001,spec_38,4,7,5,3,8,2,2,10,2012
1677,res_01012001,spec_64,24,28,17,19,5,0,0,175,2012
1678,res_01012001,spec_18,7,6,5,6,2,0,0,65,2012
1679,res_01012001,spec_29,6,7,7,6,5,3,2,88,2012
1680,res_01012001,spec_49,4,3,5,5,3,2,1,30,2012
1681,res_01012002,spec_37,6,7,8,6,5,3,3,12,2012
1682,res_01012002,spec_60,4,4,4,3,4,2,2,19,2012
1683,res_01012002,spec_39,0,0,0,2,0,0,0,2,2012
1684,res_01012002,spec_50,0,1,0,1,0,0,0,2,2012
1685,res_01012002,spec_09,8,10,9,12,8,2,4,23,2012
1686,res_01012002,spec_67,0,0,0,0,1,0,0,1,2012
1687,res_01012002,spec_26,8,9,9,11,8,7,5,105,2012
1688,res_01012002,spec_64,11,11,2,7,4,0,0,61,2012
1689,res_01012002,spec_08,0,0,0,0,0,1,0,1,2012
1690,res_01012002,spec_56,1,1,2,1,1,0,0,8,2012
1691,res_01012002,spec_36,7,7,6,7,6,3,3,19,2012
1692,res_01012002,spec_49,7,4,2,3,3,0,1,46,2012
1693,res_01012401,spec_09,9,8,9,12,13,4,4,26,2012
1694,res_01012401,spec_40,3,3,3,3,3,2,2,15,2012
1695,res_01012401,spec_39,4,4,4,5,3,3,4,10,2012
1696,res_01012401,spec_50,3,3,3,2,3,2,2,9,2012
1697,res_01012401,spec_64,5,4,2,7,0,0,0,28,2012
1698,res_01012401,spec_36,8,5,6,4,5,4,3,26,2012
1699,res_01012401,spec_49,2,3,2,1,1,2,2,7,2012
1700,res_01012401,spec_02,4,3,2,1,1,0,0,12,2012
1701,res_01012401,spec_62,0,1,0,1,1,0,0,1,2012
1702,res_01012401,spec_43,9,4,10,5,5,1,2,15,2012
1703,res_01012401,spec_29,0,0,0,0,0,1,0,1,2012
1704,res_01012401,spec_31,0,3,1,3,1,2,2,5,2012
1705,res_01012401,spec_26,10,8,10,11,9,7,8,48,2012
1706,res_01012401,spec_37,8,7,8,10,6,5,5,19,2012
1707,res_01012401,spec_67,0,0,1,0,0,0,0,1,2012
1708,res_01012401,spec_08,2,3,3,3,3,2,3,10,2012
1709,res_01012402,spec_49,0,1,0,0,0,0,1,1,2012
