Index,codice_struttura_erogante,codici_specialita,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY,capacita_max,year
864,res_01090201,spec_36,25,31,26,29,20,6,10,129,2011
865,res_01090201,spec_29,3,3,4,2,4,2,1,15,2011
866,res_01090201,spec_49,7,6,8,7,9,6,4,47,2011
867,res_01090201,spec_08,4,4,4,4,4,3,5,13,2011
868,res_01090201,spec_30,7,7,5,5,4,1,4,20,2011
869,res_01090201,spec_25,3,3,2,3,2,2,2,16,2011
870,res_01090201,spec_12,14,12,17,12,18,3,2,31,2011
871,res_01090201,spec_56,1,1,1,1,2,0,0,11,2011
872,res_01090201,spec_47,1,2,1,1,2,2,1,6,2011
873,res_01090201,spec_28,8,5,5,8,6,1,1,76,2011
874,res_01090201,spec_09,3,5,5,5,2,2,3,18,2011
875,res_01090201,spec_99,7,9,11,11,2,0,0,11,2011
876,res_01090201,spec_67,4,3,4,3,2,1,0,6,2011
877,res_01090201,spec_75,1,1,1,1,1,0,0,9,2011
878,res_01090203,spec_56,2,3,2,6,2,1,1,26,2011
879,res_01090203,spec_49,9,9,1,7,10,0,0,12,2011
880,res_01090203,spec_36,13,17,18,9,12,1,2,31,2011
881,res_01090203,spec_43,5,8,6,7,6,1,1,34,2011
882,res_01090203,spec_67,1,2,1,1,1,0,0,2,2011
883,res_01090203,spec_08,0,2,0,1,0,0,0,2,2011
884,res_01090301,spec_31,1,3,2,1,2,2,2,5,2011
885,res_01090301,spec_62,1,1,1,1,1,1,1,3,2011
886,res_01090301,spec_73,0,1,0,1,1,0,0,1,2011
887,res_01090301,spec_49,0,0,0,0,0,0,1,1,2011
888,res_01090301,spec_37,82,76,68,71,70,30,34,219,2011
889,res_01090301,spec_67,4,3,3,3,2,2,4,9,2011
890,res_01090301,spec_64,16,14,10,15,4,0,0,116,2011
891,res_01090302,spec_58,7,7,8,9,6,1,1,20,2011
892,res_01090302,spec_62,2,2,2,3,2,2,2,11,2011
893,res_01090302,spec_18,2,3,3,2,3,2,2,19,2011
894,res_01090302,spec_01,5,3,0,5,5,0,0,5,2011
895,res_01090302,spec_33,7,6,6,6,4,1,1,36,2011
896,res_01090302,spec_04,7,4,4,1,1,0,0,8,2011
897,res_01090302,spec_49,2,3,1,2,2,1,2,13,2011
898,res_01090302,spec_36,5,3,4,4,4,3,4,9,2011
899,res_01090302,spec_19,11,11,9,10,7,1,1,12,2011
900,res_01090302,spec_77,3,3,3,2,3,1,2,11,2011
901,res_01090302,spec_76,4,2,3,4,3,1,2,12,2011
902,res_01090302,spec_73,1,0,0,0,0,0,0,1,2011
903,res_01090302,spec_48,0,1,1,0,1,0,1,1,2011
904,res_01090302,spec_68,2,5,9,5,5,2,2,12,2011
905,res_01090302,spec_65,14,10,11,12,11,4,5,66,2011
906,res_01090302,spec_99,15,14,18,13,11,1,0,19,2011
907,res_01090302,spec_08,3,2,5,2,5,1,2,9,2011
908,res_01090302,spec_67,2,1,1,1,0,0,0,3,2011
909,res_01090302,spec_11,6,5,5,4,3,4,3,16,2011
910,res_01090302,spec_46,1,1,1,1,1,1,1,6,2011
911,res_01090302,spec_24,5,5,5,6,5,3,2,36,2011
912,res_01090302,spec_06,3,3,2,3,1,0,1,6,2011
913,res_01090302,spec_39,18,15,18,13,15,8,11,52,2011
914,res_01090302,spec_78,2,3,4,3,4,1,0,10,2011
915,res_01090302,spec_38,4,4,3,3,5,1,1,6,2011
916,res_01090400,spec_26,11,10,11,10,11,8,7,85,2011
917,res_01090400,spec_49,2,2,1,1,2,1,2,7,2011
918,res_01090400,spec_36,6,4,4,6,4,3,5,25,2011
919,res_01090400,spec_35,2,1,2,2,2,0,0,3,2011
920,res_01090400,spec_43,9,8,14,7,4,2,6,27,2011
921,res_01090400,spec_99,26,21,27,24,23,3,2,41,2011
922,res_01090400,spec_34,1,2,2,1,0,0,0,3,2011
923,res_01090400,spec_64,2,3,2,3,2,2,1,9,2011
924,res_01090400,spec_68,8,9,7,7,8,6,6,52,2011
925,res_01090400,spec_60,2,2,2,2,2,1,1,12,2011
926,res_01090400,spec_09,5,7,7,5,4,3,4,22,2011
927,res_01090400,spec_75,1,1,2,1,2,1,0,9,2011
928,res_01090400,spec_02,87,79,57,52,69,1,3,970,2011
929,res_01090400,spec_40,3,3,4,4,4,3,2,14,2011
930,res_01090400,spec_58,4,3,3,3,3,2,1,10,2011
931,res_01090400,spec_32,5,5,5,6,5,4,4,25,2011
932,res_01090400,spec_50,4,2,3,3,3,3,3,12,2011
933,res_01090400,spec_21,4,4,3,5,4,4,3,25,2011
934,res_01090400,spec_37,1,1,0,0,0,0,0,2,2011
935,res_01090400,spec_67,1,1,1,1,2,1,0,3,2011
936,res_01090400,spec_13,6,4,4,4,2,2,3,20,2011
937,res_01090400,spec_56,3,2,3,3,3,0,0,10,2011
938,res_01090400,spec_08,5,6,4,5,3,3,4,13,2011
939,res_01090400,spec_38,5,4,4,4,5,3,6,13,2011
940,res_01090501,spec_36,11,14,15,14,12,5,8,37,2011
941,res_01090501,spec_58,5,7,5,8,6,4,5,26,2011
942,res_01090501,spec_31,0,0,1,0,0,0,0,1,2011
943,res_01090501,spec_24,4,5,4,5,3,2,2,18,2011
944,res_01090501,spec_67,4,6,5,6,3,2,2,15,2011
945,res_01090501,spec_64,21,18,26,20,19,2,2,211,2011
946,res_01090501,spec_02,1,1,1,0,0,0,0,1,2011
947,res_01090501,spec_19,3,2,3,2,1,1,0,8,2011
948,res_01090501,spec_70,4,2,2,2,1,1,1,11,2011
949,res_01090501,spec_09,14,10,8,11,11,5,4,35,2011
950,res_01090501,spec_28,2,2,1,1,0,0,0,10,2011
951,res_01090501,spec_26,15,19,16,17,15,8,10,126,2011
952,res_01090501,spec_62,1,1,2,2,2,1,1,4,2011
953,res_01090501,spec_18,35,18,16,26,23,1,2,155,2011
954,res_01090501,spec_33,1,0,1,1,0,0,0,1,2011
955,res_01090501,spec_30,7,8,7,8,6,3,7,36,2011
956,res_01090501,spec_13,4,6,3,1,2,2,4,12,2011
957,res_01090501,spec_10,7,7,5,7,4,3,2,14,2011
958,res_01090501,spec_39,4,5,7,5,6,3,5,16,2011
959,res_01090501,spec_08,11,11,11,13,11,4,6,39,2011
960,res_01090501,spec_07,4,2,3,3,2,1,1,12,2011
961,res_01090501,spec_73,1,1,1,1,1,1,2,4,2011
962,res_01090501,spec_40,4,4,5,5,6,2,4,33,2011
963,res_01090501,spec_37,22,27,22,23,19,13,13,54,2011
964,res_01090501,spec_52,9,7,5,5,5,0,0,13,2011
965,res_01090501,spec_75,1,1,1,1,1,0,0,4,2011
966,res_01090501,spec_50,4,5,4,4,4,4,4,20,2011
967,res_01090501,spec_56,8,5,5,5,3,0,0,49,2011
968,res_01090501,spec_12,1,4,1,3,1,0,0,5,2011
969,res_01090501,spec_49,4,3,4,4,3,3,3,20,2011
970,res_01090501,spec_11,6,6,6,4,6,1,2,9,2011
971,res_01090501,spec_43,8,10,7,6,7,2,5,28,2011
972,res_01090501,spec_32,8,7,6,5,9,4,4,37,2011
973,res_01090501,spec_68,7,5,6,5,4,4,3,19,2011
974,res_01090501,spec_14,12,8,7,7,7,2,2,33,2011
975,res_01090501,spec_38,18,9,12,11,10,4,3,23,2011
976,res_01090501,spec_29,6,7,6,6,6,4,4,32,2011
977,res_01090502,spec_26,4,4,4,5,4,3,2,26,2011
978,res_01090502,spec_09,13,17,14,14,12,1,0,23,2011
979,res_01090502,spec_34,3,4,3,3,6,2,1,6,2011
980,res_01090502,spec_56,2,2,2,2,2,0,0,14,2011
981,res_01090600,spec_60,2,2,2,2,2,2,1,12,2011
982,res_01090600,spec_08,10,9,8,8,8,3,4,24,2011
983,res_01090600,spec_37,23,19,21,19,21,11,13,58,2011
984,res_01090600,spec_02,12,15,12,11,9,0,0,106,2011
985,res_01090600,spec_97,1,0,1,1,1,1,1,2,2011
986,res_01090600,spec_40,7,4,4,6,5,3,2,24,2011
987,res_01090600,spec_14,10,7,9,7,7,3,3,23,2011
988,res_01090600,spec_70,2,1,2,2,1,0,0,3,2011
989,res_01090600,spec_35,8,4,8,5,9,2,2,18,2011
990,res_01090600,spec_73,3,2,3,3,3,3,2,10,2011
991,res_01090600,spec_49,3,2,3,2,2,3,2,17,2011
992,res_01090600,spec_43,13,10,15,9,5,2,10,31,2011
993,res_01090600,spec_38,9,10,9,10,8,2,7,23,2011
994,res_01090600,spec_07,5,3,3,4,2,2,4,18,2011
995,res_01090600,spec_52,1,1,1,1,1,0,0,2,2011
996,res_01090600,spec_09,11,17,18,9,16,6,6,39,2011
997,res_01090600,spec_12,2,1,1,0,0,0,1,3,2011
998,res_01090600,spec_32,7,5,6,6,6,5,4,58,2011
999,res_01090600,spec_58,6,5,6,6,7,4,3,28,2011
1000,res_01090600,spec_50,3,3,4,5,3,3,3,17,2011
1001,res_01090600,spec_39,6,5,8,4,7,5,6,21,2011
1002,res_01090600,spec_19,7,7,6,4,7,3,2,21,2011
1003,res_01090600,spec_21,5,7,6,6,7,6,4,36,2011
1004,res_01090600,spec_34,18,20,25,20,19,2,2,33,2011
1005,res_01090600,spec_13,4,5,5,2,1,2,3,15,2011
1006,res_01090600,spec_31,0,0,0,0,1,0,0,1,2011
1007,res_01090600,spec_68,6,6,6,6,5,5,4,33,2011
1008,res_01090600,spec_67,7,5,5,2,4,2,2,9,2011
1009,res_01090600,spec_30,5,5,5,6,4,3,4,26,2011
1010,res_01090600,spec_36,17,9,7,8,6,5,5,53,2011
1011,res_01090600,spec_18,4,4,3,3,3,3,1,27,2011
1012,res_01090600,spec_64,28,19,26,11,23,3,3,210,2011
1013,res_01090600,spec_71,8,2,3,3,5,1,1,50,2011
1014,res_01090600,spec_24,4,3,5,4,4,3,2,29,2011
1015,res_01090600,spec_29,5,4,5,4,4,3,2,22,2011
1016,res_01090600,spec_26,16,13,16,11,10,9,9,85,2011
1017,res_01090701,spec_33,0,0,0,0,1,0,0,1,2011
1018,res_01090701,spec_50,4,4,6,4,5,3,4,18,2011
1019,res_01090701,spec_12,4,14,3,13,7,0,1,29,2011
1020,res_01090701,spec_18,3,3,4,3,3,3,2,17,2011
1021,res_01090701,spec_71,3,2,2,2,3,1,1,29,2011
1022,res_01090701,spec_49,2,8,8,4,2,2,2,39,2011
1023,res_01090701,spec_30,9,7,8,6,5,4,4,26,2011
1024,res_01090701,spec_13,4,1,4,2,1,1,1,7,2011
1025,res_01090701,spec_34,8,10,9,2,11,0,1,12,2011
1026,res_01090701,spec_10,5,17,7,26,5,1,1,26,2011
1027,res_01090701,spec_40,5,4,5,4,3,3,2,30,2011
1028,res_01090701,spec_08,14,11,11,11,10,3,3,31,2011
1029,res_01090701,spec_29,5,4,4,3,3,2,1,19,2011
1030,res_01090701,spec_38,3,13,5,9,8,2,2,20,2011
1031,res_01090701,spec_32,8,11,8,8,6,7,4,65,2011
1032,res_01090701,spec_37,16,19,18,20,13,8,11,42,2011
1033,res_01090701,spec_21,4,5,5,5,5,5,4,26,2011
1034,res_01090701,spec_68,6,7,7,7,5,7,4,30,2011
1035,res_01090701,spec_43,14,9,8,11,8,3,6,21,2011
1036,res_01090701,spec_58,1,2,2,1,2,0,2,7,2011
1037,res_01090701,spec_60,2,3,2,3,2,2,1,17,2011
1038,res_01090701,spec_61,2,1,2,0,2,0,0,2,2011
1039,res_01090701,spec_24,3,4,4,3,3,3,2,16,2011
1040,res_01090701,spec_64,4,8,5,5,4,3,3,21,2011
1041,res_01090701,spec_36,9,10,9,11,9,4,4,34,2011
1042,res_01090701,spec_09,13,10,11,10,9,6,4,34,2011
1043,res_01090701,spec_67,2,2,2,1,1,2,1,4,2011
1044,res_01090701,spec_02,40,27,24,12,25,1,1,236,2011
1045,res_01090701,spec_07,3,2,3,2,2,2,1,11,2011
1046,res_01090701,spec_26,13,14,13,15,15,11,10,102,2011
1047,res_01090701,spec_19,5,4,4,5,3,3,3,17,2011
1048,res_01090701,spec_14,5,6,6,4,6,2,3,18,2011
1049,res_01090702,spec_31,0,1,1,1,1,1,1,1,2011
1050,res_01090702,spec_33,2,7,3,2,2,1,2,15,2011
1051,res_01090702,spec_39,11,13,14,10,12,9,7,92,2011
1052,res_01090702,spec_73,1,1,1,2,1,1,1,3,2011
1053,res_01090702,spec_78,7,2,3,4,2,1,2,7,2011
1054,res_01090702,spec_99,3,5,13,3,8,1,0,13,2011
1055,res_01090702,spec_37,0,0,0,1,0,0,0,1,2011
1056,res_01090702,spec_30,0,0,1,0,0,0,0,1,2011
1057,res_01090702,spec_11,9,15,9,15,7,3,3,89,2011
1058,res_01090702,spec_36,5,5,6,5,7,4,5,12,2011
1059,res_01090702,spec_67,0,0,2,1,1,0,0,2,2011
1060,res_01090702,spec_38,0,3,3,2,1,1,0,4,2011
1061,res_01090702,spec_26,0,0,0,0,0,0,1,1,2011
1062,res_01090702,spec_49,2,2,2,3,2,2,1,22,2011
1063,res_01090703,spec_56,5,5,8,5,5,1,0,68,2011
1064,res_01090703,spec_75,5,2,2,3,3,1,1,43,2011
1065,res_01090703,spec_28,3,3,2,2,2,0,0,37,2011
1066,res_01090800,spec_31,8,7,9,9,10,6,7,19,2011
1067,res_01090800,spec_34,8,1,4,12,1,0,0,12,2011
1068,res_01090800,spec_39,0,2,0,1,1,0,0,2,2011
1069,res_01090800,spec_29,2,2,2,2,2,2,1,8,2011
1070,res_01090800,spec_56,14,5,3,2,1,1,1,36,2011
1071,res_01090800,spec_18,8,8,4,3,4,1,1,53,2011
1072,res_01090800,spec_61,5,5,5,5,5,0,0,5,2011
1073,res_01090800,spec_64,48,31,37,9,31,0,0,305,2011
1074,res_01090800,spec_08,8,9,9,10,7,6,4,30,2011
1075,res_01090800,spec_35,9,5,8,5,5,0,0,9,2011
1076,res_01090800,spec_19,2,4,4,4,4,3,2,28,2011
1077,res_01090800,spec_49,3,1,2,3,3,3,2,9,2011
1078,res_01090800,spec_50,3,3,2,2,3,2,2,10,2011
1079,res_01090800,spec_14,9,7,8,8,5,3,5,24,2011
1080,res_01090800,spec_60,5,3,4,4,3,2,2,24,2011
1081,res_01090800,spec_62,1,2,1,1,2,1,1,3,2011
1082,res_01090800,spec_68,2,2,2,3,2,2,2,9,2011
1083,res_01090800,spec_12,10,10,8,6,6,1,2,13,2011
1084,res_01090800,spec_07,3,3,3,1,2,1,1,17,2011
1085,res_01090800,spec_43,9,2,11,8,9,1,2,13,2011
1086,res_01090800,spec_32,3,3,4,3,3,2,1,11,2011
1087,res_01090800,spec_75,3,1,1,1,0,0,0,7,2011
1088,res_01090800,spec_40,3,4,3,3,3,2,2,14,2011
1089,res_01090800,spec_58,7,8,11,9,8,2,2,106,2011
1090,res_01090800,spec_71,4,5,4,3,2,0,1,41,2011
1091,res_01090800,spec_26,21,17,22,18,18,14,14,169,2011
1092,res_01090800,spec_38,7,9,6,6,5,2,2,15,2011
1093,res_01090800,spec_73,1,0,1,1,2,0,0,2,2011
1094,res_01090800,spec_37,20,13,17,20,15,8,9,41,2011
1095,res_01090800,spec_36,8,9,7,7,9,2,1,25,2011
1096,res_01090800,spec_09,15,13,9,10,5,3,5,44,2011
1097,res_01090901,spec_38,0,0,1,0,0,0,0,1,2011
1098,res_01090901,spec_43,1,0,0,0,0,0,0,1,2011
1099,res_01090901,spec_13,1,0,0,0,0,0,0,1,2011
1100,res_01090904,spec_28,1,1,1,0,0,0,0,7,2011
1101,res_01090907,spec_62,0,0,0,0,1,0,0,1,2011
1102,res_01090907,spec_49,0,0,0,1,0,0,0,1,2011
1103,res_01092000,spec_32,3,5,4,4,2,0,0,17,2011
1104,res_01092000,spec_39,3,2,2,3,2,0,0,9,2011
1105,res_01092000,spec_56,19,20,19,19,23,3,3,292,2011
1106,res_01092000,spec_26,8,8,9,8,7,1,0,49,2011
1107,res_01092100,spec_56,22,24,25,28,25,0,0,304,2011
1108,res_01092100,spec_75,1,1,1,1,1,0,0,13,2011
1109,res_01000300,spec_12,5,7,7,5,6,1,3,12,2012
1110,res_01000300,spec_40,6,6,5,4,8,3,2,16,2012
1111,res_01000300,spec_67,0,1,1,1,1,1,1,2,2012
1112,res_01000300,spec_35,1,3,3,4,4,0,0,4,2012
1113,res_01000300,spec_21,2,2,2,3,2,1,1,11,2012
1114,res_01000300,spec_73,1,2,2,2,1,1,1,5,2012
1115,res_01000300,spec_64,4,3,3,4,5,0,0,35,2012
1116,res_01000300,spec_38,8,8,5,8,9,3,2,15,2012
1117,res_01000300,spec_26,17,16,15,19,18,20,18,98,2012
1118,res_01000300,spec_50,4,5,5,5,4,5,4,18,2012
1119,res_01000300,spec_34,6,10,10,9,10,1,0,11,2012
1120,res_01000300,spec_36,6,11,8,8,5,4,3,26,2012
1121,res_01000300,spec_62,1,1,1,0,0,1,1,2,2012
1122,res_01000300,spec_09,13,11,18,10,10,5,9,39,2012
1123,res_01000300,spec_02,5,3,5,3,1,0,0,9,2012
1124,res_01000300,spec_37,17,16,15,13,13,12,10,39,2012
1125,res_01000300,spec_39,3,4,5,4,4,4,4,11,2012
1126,res_01000300,spec_43,6,6,5,5,6,2,3,14,2012
1127,res_01000300,spec_49,4,2,2,3,7,1,1,14,2012
1128,res_01000300,spec_18,0,1,1,2,0,0,0,5,2012
1129,res_01000300,spec_08,7,9,7,7,7,4,3,16,2012
1130,res_01000300,spec_32,5,8,6,7,4,4,5,23,2012
1131,res_01000300,spec_56,2,2,2,1,1,0,0,7,2012
1132,res_01000401,spec_26,13,10,11,12,15,8,9,131,2012
1133,res_01000401,spec_56,1,1,1,0,1,0,0,9,2012
1134,res_01000401,spec_39,4,4,6,6,5,5,5,12,2012
1135,res_01000401,spec_50,1,0,1,1,1,1,2,4,2012
1136,res_01000401,spec_19,2,2,2,1,2,0,0,17,2012
1137,res_01000401,spec_08,0,0,1,0,0,0,0,1,2012
1138,res_01000401,spec_09,4,4,5,5,5,4,3,18,2012
1139,res_01000401,spec_99,10,10,11,8,12,1,0,16,2012
1140,res_01000401,spec_36,4,8,3,3,4,3,5,26,2012
1141,res_01000401,spec_31,5,7,5,8,7,4,5,15,2012
1142,res_01000401,spec_29,3,3,4,3,3,1,2,12,2012
1143,res_01000401,spec_37,8,9,9,11,9,4,5,18,2012
1144,res_01000401,spec_32,2,4,2,2,2,1,1,9,2012
1145,res_01000401,spec_49,2,1,2,1,1,1,1,7,2012
1146,res_01000402,spec_38,3,3,1,2,1,1,1,4,2012
1147,res_01000402,spec_31,8,7,8,9,7,7,7,22,2012
1148,res_01000402,spec_37,13,18,12,15,14,8,8,32,2012
1149,res_01000402,spec_50,3,3,3,4,3,3,2,11,2012
1150,res_01000402,spec_36,4,5,4,5,3,3,3,16,2012
1151,res_01000402,spec_08,5,5,6,6,6,2,3,13,2012
1152,res_01000402,spec_73,1,1,1,1,1,1,1,3,2012
1153,res_01000402,spec_62,1,1,1,2,2,1,1,3,2012
1154,res_01000402,spec_49,1,1,1,1,1,1,2,4,2012
1155,res_01000402,spec_09,6,4,5,4,5,4,4,24,2012
1156,res_01000402,spec_26,11,9,14,11,10,7,7,72,2012
1157,res_01000402,spec_99,11,11,8,12,5,0,0,13,2012
1158,res_01000402,spec_39,5,6,5,6,5,4,4,12,2012
1159,res_01000402,spec_40,4,4,3,3,4,4,2,12,2012
1160,res_01000403,spec_43,3,2,4,4,2,1,2,10,2012
1161,res_01000403,spec_50,1,0,1,1,0,1,0,2,2012
1162,res_01000403,spec_39,2,2,3,3,3,2,2,8,2012
1163,res_01000403,spec_09,5,4,6,4,5,3,5,14,2012
1164,res_01000403,spec_08,0,0,1,1,0,0,0,1,2012
1165,res_01000403,spec_26,7,6,7,7,6,6,6,51,2012
1166,res_01000403,spec_02,12,6,7,9,3,0,0,76,2012
1167,res_01000403,spec_29,0,1,0,0,0,0,0,1,2012
1168,res_01000403,spec_60,2,2,1,2,2,1,0,17,2012
1169,res_01000403,spec_37,5,9,8,8,10,4,5,17,2012
1170,res_01000403,spec_49,0,0,0,0,0,0,1,1,2012
1171,res_01000403,spec_31,5,7,6,5,6,4,4,11,2012
1172,res_01000403,spec_99,8,8,13,7,12,0,0,13,2012
1173,res_01000403,spec_56,3,6,3,3,2,1,0,41,2012
1174,res_01000404,spec_99,1,1,5,2,2,0,0,9,2012
1175,res_01000501,spec_34,1,1,1,1,1,1,0,1,2012
1176,res_01000501,spec_99,15,15,11,17,12,0,0,17,2012
1177,res_01000501,spec_31,0,1,0,0,0,0,0,1,2012
1178,res_01000501,spec_50,3,3,3,3,3,2,2,10,2012
1179,res_01000501,spec_37,4,4,3,4,3,3,3,11,2012
1180,res_01000501,spec_56,0,1,0,1,1,1,0,4,2012
1181,res_01000501,spec_38,4,2,4,4,2,2,2,7,2012
1182,res_01000501,spec_36,6,7,8,7,8,5,4,20,2012
1183,res_01000501,spec_43,4,3,2,5,4,1,4,8,2012
1184,res_01000501,spec_08,4,3,4,3,3,2,1,8,2012
1185,res_01000501,spec_09,4,5,4,6,7,4,3,21,2012
1186,res_01000501,spec_26,7,9,9,9,6,5,3,107,2012
1187,res_01000501,spec_49,1,2,1,2,1,2,4,5,2012
1188,res_01000501,spec_29,0,1,0,0,0,0,0,1,2012
1189,res_01000501,spec_64,4,4,5,5,2,1,0,47,2012
1190,res_01000501,spec_67,1,0,1,1,0,0,0,1,2012
1191,res_01000501,spec_14,1,2,2,1,2,1,1,5,2012
1192,res_01000501,spec_40,0,1,0,0,0,0,0,1,2012
1193,res_01000501,spec_24,0,1,0,1,0,0,0,2,2012
1194,res_01000501,spec_32,5,3,4,7,5,4,3,27,2012
1195,res_01000502,spec_36,5,4,3,5,5,4,3,18,2012
1196,res_01000502,spec_62,1,1,1,1,2,1,1,4,2012
1197,res_01000502,spec_49,2,1,1,1,1,1,2,7,2012
1198,res_01000502,spec_43,0,1,0,0,0,0,0,1,2012
1199,res_01000502,spec_08,3,3,4,3,3,2,1,10,2012
1200,res_01000502,spec_40,4,3,3,4,3,2,3,12,2012
1201,res_01000502,spec_14,0,0,0,0,0,1,0,1,2012
1202,res_01000502,spec_26,12,9,7,11,6,3,3,135,2012
1203,res_01000502,spec_09,10,5,7,8,7,3,3,22,2012
1204,res_01000502,spec_67,1,0,0,0,0,0,0,1,2012
1205,res_01000502,spec_50,2,2,2,2,3,2,2,8,2012
1206,res_01000502,spec_32,1,1,1,1,1,0,1,2,2012
1207,res_01000502,spec_24,2,3,3,2,4,3,2,13,2012
1208,res_01000502,spec_64,13,12,17,10,5,2,2,113,2012
1209,res_01000502,spec_29,4,5,4,4,4,2,2,14,2012
1210,res_01000502,spec_39,4,4,4,3,3,4,3,13,2012
1211,res_01000502,spec_37,10,7,9,8,4,4,5,15,2012
1212,res_01000503,spec_35,0,0,0,1,12,9,0,12,2012
1213,res_01000503,spec_34,8,0,8,0,0,0,0,8,2012
1214,res_01000503,spec_26,5,6,5,4,6,3,2,74,2012
1215,res_01000503,spec_36,25,20,27,20,8,2,10,44,2012
1216,res_01000503,spec_09,4,9,1,9,9,9,0,9,2012
1217,res_01000503,spec_56,5,7,9,7,7,5,6,28,2012
1218,res_01000600,spec_43,0,0,0,1,0,2,0,3,2012
1219,res_01000600,spec_37,1,1,0,2,0,2,3,10,2012
1220,res_01000600,spec_29,0,1,2,0,1,1,2,9,2012
1221,res_01000600,spec_62,1,0,0,1,1,1,0,4,2012
1222,res_01000600,spec_26,1,3,2,3,3,3,2,22,2012
1223,res_01000600,spec_36,1,1,1,1,2,2,0,8,2012
1224,res_01000600,spec_08,0,0,1,1,1,0,2,6,2012
1225,res_01000600,spec_50,0,1,0,1,1,1,2,8,2012
1226,res_01000600,spec_39,0,0,0,0,1,0,0,1,2012
1227,res_01000600,spec_49,0,1,0,1,0,0,0,2,2012
1228,res_01000600,spec_40,0,1,1,2,1,0,1,11,2012
1229,res_01000600,spec_09,2,0,2,1,2,0,2,13,2012
1230,res_01000600,spec_32,0,0,0,0,1,0,1,2,2012
1231,res_01000601,spec_09,12,11,11,11,7,4,6,38,2012
1232,res_01000601,spec_36,5,5,8,7,4,5,5,23,2012
1233,res_01000601,spec_34,1,3,3,3,1,0,0,3,2012
1234,res_01000601,spec_67,2,1,1,1,1,1,1,3,2012
1235,res_01000601,spec_32,3,2,3,2,2,4,2,9,2012
1236,res_01000601,spec_29,7,6,5,3,6,3,2,16,2012
1237,res_01000601,spec_43,6,4,8,6,5,1,4,15,2012
1238,res_01000601,spec_26,7,7,8,9,7,7,6,27,2012
1239,res_01000601,spec_64,7,9,6,9,11,0,0,90,2012
1240,res_01000601,spec_49,2,2,2,2,2,1,2,8,2012
1241,res_01000601,spec_02,1,0,1,0,0,0,0,1,2012
1242,res_01000601,spec_62,1,1,1,1,1,1,0,1,2012
1243,res_01000601,spec_08,3,3,3,3,4,2,2,10,2012
1244,res_01000601,spec_39,3,3,2,4,3,3,2,9,2012
1245,res_01000601,spec_40,4,4,5,4,3,1,1,19,2012
1246,res_01000601,spec_37,12,10,13,10,9,8,8,25,2012
1247,res_01000601,spec_50,4,3,4,3,4,4,3,14,2012
1248,res_01000602,spec_56,2,2,3,3,2,0,1,21,2012
1249,res_01000602,spec_26,2,1,2,3,4,2,2,10,2012
1250,res_01000602,spec_36,2,8,1,6,1,0,1,8,2012
1251,res_01000602,spec_29,0,1,0,0,0,0,0,1,2012
1252,res_01000602,spec_34,7,8,6,8,4,1,1,9,2012
1253,res_01000602,spec_32,0,1,0,1,0,1,0,4,2012
1254,res_01000602,spec_67,1,2,0,1,0,0,0,2,2012
1255,res_01000602,spec_43,0,0,0,1,0,0,0,1,2012
1256,res_01000602,spec_49,1,0,1,1,0,0,0,2,2012
1257,res_01000602,spec_09,7,2,7,3,12,2,1,17,2012
1258,res_01000700,spec_36,5,4,5,4,3,4,5,23,2012
1259,res_01000700,spec_50,2,3,3,2,2,2,2,12,2012
1260,res_01000700,spec_49,2,2,2,2,7,1,1,12,2012
1261,res_01000700,spec_37,6,9,13,8,8,8,7,24,2012
1262,res_01000700,spec_32,3,3,4,3,4,1,3,17,2012
1263,res_01000700,spec_64,2,2,2,2,2,2,1,8,2012
1264,res_01000700,spec_31,1,0,0,0,0,0,0,1,2012
1265,res_01000700,spec_67,1,1,1,1,0,0,0,1,2012
1266,res_01000700,spec_29,2,2,2,2,2,2,1,9,2012
1267,res_01000700,spec_02,19,18,18,22,13,0,1,29,2012
1268,res_01000700,spec_39,7,6,7,8,6,6,9,19,2012
1269,res_01000700,spec_40,3,2,3,4,4,2,2,14,2012
1270,res_01000700,spec_38,3,3,1,5,1,1,4,11,2012
1271,res_01000700,spec_21,3,3,4,3,4,3,2,12,2012
1272,res_01000700,spec_43,4,2,5,2,2,1,5,14,2012
1273,res_01000700,spec_08,2,3,2,3,3,3,3,12,2012
1274,res_01000700,spec_26,6,8,8,10,9,7,6,51,2012
1275,res_01000700,spec_09,7,6,6,6,4,5,6,26,2012
1276,res_01000801,spec_14,5,3,2,5,2,2,3,16,2012
1277,res_01000801,spec_21,2,4,3,3,3,2,3,16,2012
1278,res_01000801,spec_29,3,2,3,2,2,2,2,9,2012
1279,res_01000801,spec_64,14,13,13,17,10,2,0,178,2012
1280,res_01000801,spec_97,1,1,0,1,1,0,0,1,2012
1281,res_01000801,spec_37,20,16,17,16,20,10,11,51,2012
1282,res_01000801,spec_36,6,7,7,7,5,6,8,37,2012
1283,res_01000801,spec_40,8,7,10,12,7,3,3,310,2012
1284,res_01000801,spec_67,2,1,1,2,1,1,1,4,2012
1285,res_01000801,spec_56,1,2,1,2,3,1,1,19,2012
1286,res_01000801,spec_49,2,2,1,2,2,2,2,9,2012
1287,res_01000801,spec_52,3,4,5,4,1,0,0,5,2012
1288,res_01000801,spec_32,5,5,6,5,4,5,5,30,2012
