,codici_comune,res_01000300,res_01000401,res_01000402,res_01000403,res_01000404,res_01000501,res_01000502,res_01000503,res_01000601,res_01000602,res_01000700,res_01000801,res_01000802,res_01000901,res_01000902,res_01001000,res_01001100,res_01001200,res_01001300,res_01001700,res_01001901,res_01001903,res_01002301,res_01002302,res_01002303,res_01002304,res_01002601,res_01002602,res_01002603,res_01002604,res_01002605,res_01002606,res_01002701,res_01002702,res_01003001,res_01003002,res_01003003,res_01007901,res_01007902,res_01007903,res_01007904,res_01007905,res_01008500,res_01012001,res_01012002,res_01012401,res_01012402,res_01012601,res_01012602,res_01061000,res_01061100,res_01061200,res_01061300,res_01061400,res_01061500,res_01061600,res_01061700,res_01061800,res_01062000,res_01062100,res_01062200,res_01062300,res_01062600,res_01062700,res_01062800,res_01062900,res_01063000,res_01063100,res_01063200,res_01063300,res_01063400,res_01063500,res_01063900,res_01064000,res_01064100,res_01064200,res_01064300,res_01064400,res_01064600,res_01064700,res_01064800,res_01064900,res_01065100,res_01065300,res_01065400,res_01065500,res_01065600,res_01065700,res_01066100,res_01088200,res_01089000,res_01089100,res_01089200,res_01089300,res_01089700,res_01089800,res_01090101,res_01090102,res_01090104,res_01090201,res_01090203,res_01090301,res_01090302,res_01090400,res_01090501,res_01090502,res_01090600,res_01090701,res_01090702,res_01090703,res_01090800,res_01090901,res_01090904,res_01090907,res_01092000,res_01092100
10,6037,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,101,10,1,0,3,0,0,0,0
11,1294,1,0,0,1,0,0,0,0,0,,1,2,0,9,0,0,3,0,0,43,1,0,2,0,0,5,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,,0,0,1,0,1,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,2,0,,,,,,,,1,1,0,0,2,0,0,3,6,3,8,0,0
12,4033,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30,50,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,44,0,0,0,0,3,1,0,0,0
13,1205,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,1,2,0,0,0,0,1,0,0,0,0,3,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,0,,,,,,,,6,0,0,1,0,0,0,6,8,0,12,0,0
14,4236,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0
15,1086,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1239,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,2,0,0,0,0,0,0,1,3,0,3,0,0
17,4157,1,0,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,1,4,2,117,107,1,0,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,16,1,3,0,0,0,0,1,0,0,0,4,0,0,1,0,0,3,0,0,0,1,0,0,1,0,2,0,,,,,,,,3,0,0,68,0,0,0,1,5,4,1,0,0
18,1195,4,0,1,3,0,0,0,0,0,,1,0,0,0,0,5,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,164,1,9,9,0,0,0,0,2,0,1,1,0,5,2,2,7,5,,6,2,1,0,3,0,8,2,0,0,0,0,0,0,1,13,0,0,1,0,0,0,2,0,0,1,0,0,0,3,3,0,7,0,0,3,6,0,0,1,0,0,0,,,,,,,,39,1,0,2,0,1,0,14,19,9,15,0,0
19,4093,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,51,0,0,0,0,0,0,0,0,0
20,3115,0,0,0,0,0,5,2,24,0,,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,12,0,0,0,0,0,0,0,0,0,2,3
21,1315,17,3,30,3,0,0,0,0,0,,9,3,0,1,0,9,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1,57,0,0,0,1,0,0,0,0,0,0,0,4,4,22,,4,1,1,0,17,1,15,2,2,0,0,1,0,0,0,14,0,0,1,0,1,2,7,0,0,2,0,3,0,4,10,0,17,0,1,3,11,0,1,6,2,7,1,,,,,,,,359,1,0,2,0,1,0,59,65,26,27,0,1
22,6063,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,1,0,29,3,0,1,0,0,0,0,0
23,1300,1,1,5,7,0,0,0,0,0,,5,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6,0,141,20,2,12,0,1,0,0,0,0,1,6,0,102,52,1,4,1,,3,1,0,0,7,0,3,0,1,0,0,0,0,0,3,22,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,12,0,0,3,0,0,0,2,0,0,0,,,,,,,,15,0,0,34,0,0,0,7,18,3,7,2,0
24,4176,0,0,0,1,0,0,0,0,0,,0,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,139,9,0,0,4,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,,,,,,,,1,0,0,9,3,2,0,6,3,0,1,0,0
25,4192,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,7,2,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,14,14,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,0,0,352,0,0,0,1,1,0,2,1,0
26,96007,0,0,0,0,0,0,0,1,0,,0,0,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,11,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,24,0,0,0,0,1,0,0,0,0,,,,,,,,1,24,0,0,1,0,0,0,2,0,1,0,6
27,6175,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,0,2,1,0,0,0,0,0,0,0
28,4091,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,10,4,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,,,,,,,0,0,0,42,0,0,0,1,1,0,5,2,0
29,2009,0,0,0,0,0,0,0,0,0,,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,2
30,6097,0,0,0,0,0,0,0,1,0,,0,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,1,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,9,4,1,4,1,2,0,3,0
31,4154,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1048,2,239,100,41,0,0,0,0,0,,6,0,0,0,0,4,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,21,6,,2,0,1,0,18,5,8,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,5,0,0,4,0,16,0,1,4,2,0,0,25,6,4,1,,,,,,,,11,0,0,3,0,0,0,20,93,11,19,0,0
33,4051,1,2,2,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,3,0,0,8,0,0,0,1,4,2,0,0,0
34,4185,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,0,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,84,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,0,300,0,3,0,0,3,1,4,0,0
35,6062,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0
36,4182,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,0,15,0,0,0,0,0,0,0,0,0
37,1028,85,2,7,4,0,0,0,0,0,,41,5,0,0,0,13,103,9,5,12,470,98,4,4,0,2,1,0,0,0,0,0,0,0,3,0,0,7,0,0,4,4,0,0,0,1,0,0,0,11,43,12,,2,1,5,6,21,1,4,6,3,4,0,1,0,0,0,3,0,0,0,0,0,0,5,0,6,2,1,1,0,0,10,6,24,0,1,1,2,0,29,42,1,34,1,,,,,,,,35,3,0,8,0,0,0,98,133,34,33,1,0
38,5083,0,0,0,0,0,0,0,0,0,,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,1,2,0,0,0,0
39,6150,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,40,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,8,1,0,0,0,0,0,0,0
40,5104,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0
41,6151,3,0,0,0,0,0,0,0,0,,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,0,233,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,12,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,103,9,3,0,1,0,0,0,0
42,1289,3,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,5,0,0,0,41,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,0,0,0,3,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,6,3,5,0,0
43,1262,3,36,1,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,0,23,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,10,0,4,1,,,,,,,,0,0,0,1,0,0,0,4,20,4,2,0,0
44,103009,0,0,0,0,0,9,38,12,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,6,0,0,0,0,0,0,0,0,0,6,1
45,1010,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,0
46,6050,1,0,0,0,0,0,0,0,0,,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,4,1,0,2,0,0,0,0,1
47,2017,0,0,0,0,0,0,0,0,0,,0,1,0,141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,33,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,6,0,0,0,,,,,,,,0,36,1,0,1,0,0,2,0,1,0,1,5
48,5084,0,0,0,0,0,0,0,0,0,,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,1,0,0,0,1,0,0,1,2,0,0,0,0
49,1291,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,43,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,2,0,1,0,0,0,0,0,3,0,0,,,,,,,,7,0,0,0,0,0,0,4,2,2,3,0,0
50,4175,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0,0
51,1186,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,13,3,0,0,0,0,0,0,0,0,0,5,1,0,0,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6,0,0,1,0,0,0,0,1,2,0,0,0
52,1041,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,9,7,0,2,1,,0,0,0,2,2,2,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,3,0,0,3,0,0,0,3,2,3,4,0,0
53,4106,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,0,3,0,6,0,4,0,0,0,0,1,0,1
54,1293,12,0,0,0,0,0,0,0,0,,2,1,0,7,0,6,32,0,2,258,7,0,4,3,0,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,2,,0,0,6,2,5,0,1,1,0,15,0,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,1,11,0,2,2,1,12,0,6,2,,,,,,,,4,1,0,1,1,0,1,16,30,4,24,0,0
